Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿El email puede ser mostrado al docente?
12/12/2019 14:10:29,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Interesantes,Sí,No hay clases teóricas,Regulares,Muy Dificil,Normal,"Decepcionante... Se aprende muy poco para la (enorme) cantidad de tiempo que se le dedica. El curso está muy sobrevalorado. Los profesores tienen ideas buenas pero en la práctica la implementación es pobrísima. Como no dan ejemplos de los ejercicios, uno se la pasa haciendo cosas sin saber nunca si están bien o mal hasta el momento en que te ponen una nota. Te ponen nota por cosas que uno está haciendo por primera vez o que ni siquiera mencionaron en clase. Dónde está el concepto de ""ejercicio"" si todas las actividades llevan nota? Las actividades individuales son una pérdida de tiempo. Te hacen leer un montón para contestar un cuestionario bobo que no aporta nada y que después no tiene que ver con lo que se hace en clase. Insisten con la ""colaboración"" en lugar de mostrar lo que está bien e ir al grano y sí, tienen razón, porque hay que ""colaborar"" (copiarse) desde el minuto uno para no sufrir al pedo...",
12/12/2019 14:16:30,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Poco Interesantes,Sí,Regulares,Buenas,Dificil,Dificil,cambiaron las condiciones de aprobacion varias veces! dijeron que no habia parcial ni final pero al final tomaron un examen re cualquiera por google forms,
12/12/2019 14:48:52,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Poco Interesantes,Sí,Malas,Malas,Muy Dificil,Dificil,"te persiguen con las actividades, las clases son ir a boludear y toman asistencia, se pierde mucho tiempo con cualquier cosa, en resumen no vale la pena",
12/12/2019 14:51:52,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Regular,Sí,Nada Interesantes,Sí,Regulares,Regulares,Dificil,Normal,"Muchas actividades al pedo. No vale la pena. La materia es puro humo, mejor hacerla en la otra catedra",
12/12/2019 14:58:14,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Regular,Sí,Poco Interesantes,Sí,No hay clases teóricas,Regulares,Facil,Normal,"Si piensan que van a aprender mas en esta catedra porque se trabaja mas, no cometan el mismo error y vayan a la otra. Se aprende muy poco al final. Toman un examen re fulero si reentregaste muchas actividades y no te dejan aprobar incluso si tenes todo en regla",
12/13/2019 10:20:40,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Muy Bueno,Sí,Muy Interesantes,Sí,Buenas,Excelentes,Dificil,Normal,,
12/14/2019 18:30:43,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Muy Interesantes,Sí,Malas,Malas,Normal,Normal,"Lo que hacen con los alumnos es denigrante. Nos trataron muy mal. Nos cambiaron constantemente las condiciones de aprobación. Hacen la materia más complicada de lo que debería ser. Una vez nos hicieron ir a clase para hacer una torre de papel (la clase dura 3 hs) Y tomaron asistencia al final. Somos adultos y nos molestan estas dinámicas de jardín  de infantes. El objetivo era decirnos a la mitad: “cambio de requerimientos ahora la torre tiene que medir 10 cm más”. Un grupo de 30 adultos puede entender lo que significa un cambio de requerimientos sin una metodología tan simplista e infantil. Así fueron todas las clases. Una perdida de tiempo. Encima hubo 60 actividades individuales más de 10 hs de videos de teoría. Algunos no pudimos hacer las tareas a tiempo o perfectamente (entiendase que perdíamos tiempo de clase y despues trabajabamos el triple en casa) y después de aprobarnos las tareas individuales nos dijeron que no les gustó como las hicimos y nos mandaron a un parcial extraordinario y complicadisimo.  La materia puede evaluarse tranquilamente con un parcial y trabajos prácticos, aprovechando el tiempo de los alumnos. ",No
12/14/2019 22:35:49,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Poco Interesantes,Sí,No hay clases teóricas,Regulares,Dificil,Dificil,,
12/15/2019 12:54:34,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Dificil,Dificil,,
12/18/2019 19:31:50,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,No,Interesantes,Sí,Malas,Regulares,Dificil,Dificil,"Las clases teóricas no son muy buenas. Te hacen ver videos de Sergio explicando algunos temas durante la semana para despues ver el mismo contenido, peor explicado, durante la clase.

Por otro lado las clases prácticas son un poco mejores, pero en mi opinión faltaría que se expliquen con mas detalles y ejemplos los temas prácticos. Eso lo digo principalmente porque luego se piden ejercicios de estos temas y las correcciones que hacen sobre ellos no son acorde al nivel de la explicación.

Personalmente tuve una mala experiencia con el curso. Durante el cuatrimestre impusieron unas reglas para aprobar la materia. Las cuales yo cumplía al terminar el cuatrimestre. Pero se decidió a dedo, por razones que nunca terminaron de justificarme, que no cumplía con lo necesario para aprobar la materia. Por eso me hicieron rendir una especie de recuperatorio para porder aprobar la materia. El problema de este recuperatorio es que las correcciones que me hicieron son bastante pobres y mal justificadas. Al hablar con la gente del curso para pedir justificaciones mas concretas sobre las cosas que consideran que hice mal en este recuperatorio, no me las dieron.

Creo que el gran problema que tiene el curso es la claridad y nivel de las correcciones que hacen. Tanto en las entregas de semana a semana, como en los recuperatorios que decidieron tomar.",
12/19/2019 21:29:07,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Regular,Sí,Interesantes,Sí,Buenas,Buenas,Dificil,Normal,"Fue decepcionante como termino el curso, aclararon la primer clase cuales eran los criterios para aprobar la materia y luego de haber terminado la materia, mucha gente que cumplia con los criterios tubo que dar un examen por un criterio nuevo que nunca mencionaron el cual era que no tenias que tener menos de un cierto puntaje en un conjunto de ejercicios lo cuales mensionaron al principio de la cursada que tenias todas las posibilidades de reentregar hasta que estuvieran aprobados, con los ejercicios reentregados y aprobados, decidieron de todas maneras inventar ese criterio, el cual llevo a muchos alumnos a no aprobar la cursa. Luego tomaron 3 examenes para ""darle una posibilidad a los alumnos de aprobar la materia"", los examenes no reflajaban nada de lo que se trato la materia, lo fueron modificando cada vez que lo tomaron  y esperaban un formato de justificaciones los cuales nunca mensionaron hasta la ultima oportunidad.
La verdad que lamentable lo que hicieron,  ojala por las personas que tengan que cursar esta materia en los proximos cuatrimestre puedan fijarse de charla con los docentes porque lo de sergio y guido fue decepcionante, te dan ganas de no intentarlo, porque el nivel de libertad que tiene para hacer lo que quieran con sus estudiantes para todos fue estresante, nos parecio una falta de respeto la falta de justificacion de esos examenes y que lastima por nuestra faculdad tener personas que se nota que saben muchisimo y que se podrian aprovechar pero como docentes con este final de cursada no se los deseo a nadie. Este comentario fue sin animo de ofender a nadie, con todo el respeto del mundo pero como alumno de esta facultad siento que tengo la obligacion de por lo menos contar esto para que los proximos alumnos de esta materia no se lleven la misma decepcion. El resto de los docentes de la materia fueron buenos, claros y no tienen nada que ver con lo antes mencionado.",No
12/28/2019 16:41:48,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Interesantes,Sí,Malas,Malas,Muy Dificil,Muy dificil,"Los profesores encargados de la materia son un desastre. Dan 1 hora de clase y 2 horas rellenan con contenido que no viene a la materia o estiran todos los temas muchísimo sin tener un fin didáctico solo para utilizar las 3 horas de clase. Tienen un sistema de aula invertida el cual te mandan todas las semanas a hacer ejercitación y ver videos que es MUCHÍSIMO, como si los alumnos hiciéramos solo esta materia. Además de todas estas entregas hay un trabajo grupal cuatrimestral el cual las entregas coinciden con las entregas de trabajos individuales lo cual resulta en ciertos casos imposible. Además los profesores no dejan claras las consignas del trabajo grupales lo cual dificulta muchísimo poder realizarlo. 
Además de todo esto, los profesores a final de cuatrimestre decidieron cambiar los criterios de APROBACION, haciendo que más de la mitad del curso tenga que dar un examen final el cual su dificultad era superior a todo lo visto en clase. ",No
12/30/2019 21:46:09,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Poco Interesantes,Sí,Malas,Regulares,Normal,Normal,,
1/6/2020 16:28:20,75.09-95.20-Análisis de la Información / Métodos y Modelos de la Ing. del Software I - 1 - Villagra,Malo,Sí,Poco Interesantes,Sí,No hay clases teóricas,Regulares,Dificil,Muy dificil,"Los profesores se hacen los copados con su modalidad. Parecen buena onda y todo. Sin embargo, no responden consultas, o responden cualquier cosa a lo que se les pregunta. Además, entre los docentes hay distintos criterios de aprobación. No se ponen de acuerdo, es todo muy subjetivo. No hay parámetros de nada, solo si le gustó a tu corrector. Además lleva mucho tiempo la cantidad de actividades que se deben hacer por semana, más ver videos teóricos. Las clases estan un poco buenas, sin embargo se pierde mucho tiempo y no se hace nada. Las clases deberían ser más cortas o se deberían poder hacer actividades de la semana en clase. A Guido le gusta estirar las clases hasta el último minuto sin decir muchas cosas importantes.",No
12/13/2019 15:44:56,75.09-Análisis de la Información - 2 -Gonzalez,Bueno,Sí,Interesantes,Sí,Muy Buenas,Regulares,Normal,Normal,,
12/9/2019 21:19:36,75.10-95.21-Técnicas de Diseño/Métodos y Modelos de la Ing. del Software II  - Paez,Bueno,Sí,Muy Interesantes,Sí,Muy Buenas,Buenas,Dificil,Muy dificil,,
12/9/2019 23:19:29,75.10-95.21-Técnicas de Diseño/Métodos y Modelos de la Ing. del Software II  - Paez,Muy Bueno,Sí,Interesantes,Sí,Buenas,Buenas,Dificil,Dificil,,
12/9/2019 23:32:03,75.10-95.21-Técnicas de Diseño/Métodos y Modelos de la Ing. del Software II  - Paez,Muy Bueno,Sí,Interesantes,Sí,Excelentes,Muy Buenas,Dificil,Dificil,,
12/9/2019 23:41:33,75.10-95.21-Técnicas de Diseño/Métodos y Modelos de la Ing. del Software II  - Paez,Bueno,Sí,Interesantes,No,Buenas,Muy Buenas,Normal,Dificil,"El curso en general está bien. Es bastante demandante, sí, pero lo avisan al principio de la cursada. De cualquier forma estaría bueno que el esfuerzo semanal requerido para aprobar la materia se acerque, al menos, al que otorga el plan de estudios.
Está muy buena la metodología de trabajo que proponen ya sea para quienes no trabajaron hasa",
12/10/2019 0:04:49,75.10-95.21-Técnicas de Diseño/Métodos y Modelos de la Ing. del Software II  - Paez,Bueno,Sí,Interesantes,No,Buenas,Muy Buenas,Normal,Muy dificil,"El curso en general está bien. Es bastante demandante, sí, pero lo avisan al principio de la cursada. De cualquier forma estaría bueno que el esfuerzo semanal requerido para aprobar la materia se acerque, al menos, al que otorga el plan de estudios.
Está muy buena la metodología de trabajo que proponen ya sea para quienes no trabajaron hasta el momento o para quienes lo hicimos en un ambiente mucho más desordenado.
También se generan charlas y debates constantemente acerca de la práctica profesional y otros temas interesantes.

Emilio es lo más. Muy paciente y justo, te corrige y revisa todo detalladamente, siempre te da una corrección con puntos de mejora y está abierto a escuchar otras formas de hacer algunas cosas. 

Por otro lado, Nico, trata mal a la gente innecesariamente. Incluso sabiendo que es así, es difícil tratar con él. El problema no es que te diga las cosas que haces mál, eso se acepta de todos los profesores porque el objetivo de la facultad es aprender. El problema es que nuestros errores (como alumnos) no le Dan derecho a tratarnos mal. A veces en una lista pública, otras a través de chats o llamadas privadas. Simplemente no está bueno y desanima mucho. Es contradictorio también con una de las metodologías que más promueve la cátedra (scrum, con equipos automotivados). No se espera tampoco una carita feliz. Sino que nos trate con el respeto que merecemos por el solo hecho de ser humanos. No es cuestión de comenzar, si hicimos todo mal okey, pero puede decirlo bien y sin boludearnos o denigrarnos. Él también comete errores y lejos de usar esa severidad se hace el desentendido o patea la pelota. 

También hay que reconocer que sus clases suelen estar muy buenas porque es él quien tiene mucha experiencia en el ambiente laboral y trae gente con diferentes experiencias también (todas afines a la metodología de la cátedra, pero eso tiene sentido). Pero la cátedra deja de valer la pena cuando uno la pasa mal y eso es lo que genera.


Otro detalle, deberían trabajar en ser realmente claros con algunas consignas, porque si todo el curso entiende una cosa y era otra, no es que todos entendemos mal. Como tampoco es que todos leemos mal los mails de Nico. 

En resumen, recomendable, sobre todo si no laburas/te. Pero tenés que ir con muchas ganas y sobre todo paciencia si te toca Nico de corrector o te toca cruzarte con él por algún motivo. Dispuesto a dedicar bastante tiempo. Sino, está bueno, pero tampoco es nada del otro mundo. Podes aprender lo mismo en el ambiente laboral y teniendo conversaciones con gente con experiencia. 
",
12/10/2019 1:00:15,75.10-95.21-Técnicas de Diseño/Métodos y Modelos de la Ing. del Software II  - Paez,Excelente,Sí,Muy Interesantes,Sí,Excelentes,Excelentes,Normal,Muy dificil,Excelente experiencia de crecimiento y aprendizaje,
